index,LocationType,TimeFrame_x,DataFormat_CI,Num of Child Immigrants,Location,Time,Data Type,TimeFrame_UE,DataFormat_UE,Number of Unemployed Parents
16203,City,2011,Number,12000,Baltimore,April,Percent,2006,Percent,0.06
16204,City,2011,Number,12000,Baltimore,May,Percent,2006,Percent,0.062
16205,City,2011,Number,12000,Baltimore,June,Percent,2006,Percent,0.067
16206,City,2011,Number,12000,Baltimore,July,Percent,2006,Percent,0.07
16207,City,2011,Number,12000,Baltimore,August,Percent,2006,Percent,0.068
16208,City,2011,Number,12000,Baltimore,September,Percent,2006,Percent,0.063
16209,City,2011,Number,12000,Baltimore,October,Percent,2006,Percent,0.06
16210,City,2011,Number,12000,Baltimore,November,Percent,2006,Percent,0.059
16211,City,2011,Number,12000,Baltimore,December,Percent,2006,Percent,0.056
16212,City,2011,Number,12000,Baltimore,January,Percent,2007,Percent,0.063
16213,City,2011,Number,12000,Baltimore,February,Percent,2007,Percent,0.059
16214,City,2011,Number,12000,Baltimore,March,Percent,2007,Percent,0.052
16215,City,2011,Number,12000,Baltimore,April,Percent,2007,Percent,0.052
16216,City,2011,Number,12000,Baltimore,May,Percent,2007,Percent,0.051
16217,City,2011,Number,12000,Baltimore,June,Percent,2007,Percent,0.058
16218,City,2011,Number,12000,Baltimore,July,Percent,2007,Percent,0.059
16219,City,2011,Number,12000,Baltimore,August,Percent,2007,Percent,0.056
16220,City,2011,Number,12000,Baltimore,September,Percent,2007,Percent,0.054
16221,City,2011,Number,12000,Baltimore,October,Percent,2007,Percent,0.053
16222,City,2011,Number,12000,Baltimore,November,Percent,2007,Percent,0.05
16223,City,2011,Number,12000,Baltimore,December,Percent,2007,Percent,0.05
16224,City,2011,Number,12000,Baltimore,January,Percent,2008,Percent,0.056
16225,City,2011,Number,12000,Baltimore,February,Percent,2008,Percent,0.053
16226,City,2011,Number,12000,Baltimore,March,Percent,2008,Percent,0.052
16227,City,2011,Number,12000,Baltimore,April,Percent,2008,Percent,0.05
16228,City,2011,Number,12000,Baltimore,May,Percent,2008,Percent,0.057
16229,City,2011,Number,12000,Baltimore,June,Percent,2008,Percent,0.065
16230,City,2011,Number,12000,Baltimore,July,Percent,2008,Percent,0.069
16231,City,2011,Number,12000,Baltimore,August,Percent,2008,Percent,0.074
16232,City,2011,Number,12000,Baltimore,September,Percent,2008,Percent,0.071
16233,City,2011,Number,12000,Baltimore,October,Percent,2008,Percent,0.074
16234,City,2011,Number,12000,Baltimore,November,Percent,2008,Percent,0.079
16235,City,2011,Number,12000,Baltimore,December,Percent,2008,Percent,0.085
16236,City,2011,Number,12000,Baltimore,January,Percent,2009,Percent,0.099
16237,City,2011,Number,12000,Baltimore,February,Percent,2009,Percent,0.102
16238,City,2011,Number,12000,Baltimore,March,Percent,2009,Percent,0.101
16239,City,2011,Number,12000,Baltimore,April,Percent,2009,Percent,0.098
16240,City,2011,Number,12000,Baltimore,May,Percent,2009,Percent,0.104
16241,City,2011,Number,12000,Baltimore,June,Percent,2009,Percent,0.111
16242,City,2011,Number,12000,Baltimore,July,Percent,2009,Percent,0.113
16243,City,2011,Number,12000,Baltimore,August,Percent,2009,Percent,0.115
16244,City,2011,Number,12000,Baltimore,September,Percent,2009,Percent,0.11
16245,City,2011,Number,12000,Baltimore,October,Percent,2009,Percent,0.11
16246,City,2011,Number,12000,Baltimore,November,Percent,2009,Percent,0.11
16247,City,2011,Number,12000,Baltimore,December,Percent,2009,Percent,0.11
16248,City,2011,Number,12000,Baltimore,January,Percent,2010,Percent,0.113
16249,City,2011,Number,12000,Baltimore,February,Percent,2010,Percent,0.116
16250,City,2011,Number,12000,Baltimore,March,Percent,2010,Percent,0.115
16251,City,2011,Number,12000,Baltimore,April,Percent,2010,Percent,0.106
16252,City,2011,Number,12000,Baltimore,May,Percent,2010,Percent,0.108
16253,City,2011,Number,12000,Baltimore,June,Percent,2010,Percent,0.113
16254,City,2011,Number,12000,Baltimore,July,Percent,2010,Percent,0.117
16255,City,2011,Number,12000,Baltimore,August,Percent,2010,Percent,0.118
16256,City,2011,Number,12000,Baltimore,September,Percent,2010,Percent,0.112
16257,City,2011,Number,12000,Baltimore,October,Percent,2010,Percent,0.108
16258,City,2011,Number,12000,Baltimore,November,Percent,2010,Percent,0.11
16259,City,2011,Number,12000,Baltimore,December,Percent,2010,Percent,0.108
16260,City,2011,Number,12000,Baltimore,January,Percent,2011,Percent,0.114
16261,City,2011,Number,12000,Baltimore,February,Percent,2011,Percent,0.111
16262,City,2011,Number,12000,Baltimore,March,Percent,2011,Percent,0.106
16263,City,2011,Number,12000,Baltimore,April,Percent,2011,Percent,0.102
16264,City,2011,Number,12000,Baltimore,May,Percent,2011,Percent,0.104
16265,City,2011,Number,12000,Baltimore,June,Percent,2011,Percent,0.112
16266,City,2011,Number,12000,Baltimore,July,Percent,2011,Percent,0.112
16267,City,2011,Number,12000,Baltimore,August,Percent,2011,Percent,0.111
16268,City,2011,Number,12000,Baltimore,September,Percent,2011,Percent,0.105
16269,City,2011,Number,12000,Baltimore,October,Percent,2011,Percent,0.102
16270,City,2011,Number,12000,Baltimore,November,Percent,2011,Percent,0.099
16271,City,2011,Number,12000,Baltimore,December,Percent,2011,Percent,0.098
16272,City,2011,Number,12000,Baltimore,January,Percent,2012,Percent,0.105
16273,City,2011,Number,12000,Baltimore,February,Percent,2012,Percent,0.103
16274,City,2011,Number,12000,Baltimore,March,Percent,2012,Percent,0.099
16275,City,2011,Number,12000,Baltimore,April,Percent,2012,Percent,0.094
16276,City,2011,Number,12000,Baltimore,May,Percent,2012,Percent,0.099
16277,City,2011,Number,12000,Baltimore,June,Percent,2012,Percent,0.107
16278,City,2011,Number,12000,Baltimore,July,Percent,2012,Percent,0.109
16279,City,2011,Number,12000,Baltimore,August,Percent,2012,Percent,0.107
16280,City,2011,Number,12000,Baltimore,September,Percent,2012,Percent,0.1
16281,City,2011,Number,12000,Baltimore,October,Percent,2012,Percent,0.1
16282,City,2011,Number,12000,Baltimore,November,Percent,2012,Percent,0.098
16283,City,2011,Number,12000,Baltimore,December,Percent,2012,Percent,0.099
16284,City,2011,Number,12000,Baltimore,January,Percent,2013,Percent,0.108
16285,City,2011,Number,12000,Baltimore,February,Percent,2013,Percent,0.103
16286,City,2011,Number,12000,Baltimore,March,Percent,2013,Percent,0.098
16287,City,2011,Number,12000,Baltimore,April,Percent,2013,Percent,0.093
16288,City,2011,Number,12000,Baltimore,May,Percent,2013,Percent,0.095
16289,City,2011,Number,12000,Baltimore,June,Percent,2013,Percent,0.101
16290,City,2011,Number,12000,Baltimore,July,Percent,2013,Percent,0.101
16291,City,2011,Number,12000,Baltimore,August,Percent,2013,Percent,0.098
16292,City,2011,Number,12000,Baltimore,September,Percent,2013,Percent,0.092
16293,City,2011,Number,12000,Baltimore,October,Percent,2013,Percent,0.094
16294,City,2011,Number,12000,Baltimore,November,Percent,2013,Percent,0.091
16295,City,2011,Number,12000,Baltimore,December,Percent,2013,Percent,0.088
16296,City,2011,Number,12000,Baltimore,January,Percent,2014,Percent,0.095
16297,City,2011,Number,12000,Baltimore,February,Percent,2014,Percent,0.093
16298,City,2011,Number,12000,Baltimore,March,Percent,2014,Percent,0.089
16299,City,2011,Number,12000,Baltimore,April,Percent,2014,Percent,0.08
16300,City,2011,Number,12000,Baltimore,May,Percent,2014,Percent,0.084
16301,City,2011,Number,12000,Baltimore,June,Percent,2014,Percent,0.088
16302,City,2011,Number,12000,Baltimore,July,Percent,2014,Percent,0.09
16303,City,2011,Number,12000,Baltimore,August,Percent,2014,Percent,0.089
16304,City,2011,Number,12000,Baltimore,September,Percent,2014,Percent,0.08
16305,City,2011,Number,12000,Baltimore,October,Percent,2014,Percent,0.08
16306,City,2011,Number,12000,Baltimore,November,Percent,2014,Percent,0.08
16307,City,2011,Number,12000,Baltimore,December,Percent,2014,Percent,0.078
16308,City,2011,Number,12000,Baltimore,January,Percent,2015,Percent,0.087
16309,City,2011,Number,12000,Baltimore,February,Percent,2015,Percent,0.084
16310,City,2011,Number,12000,Baltimore,March,Percent,2015,Percent,0.079
16311,City,2011,Number,12000,Baltimore,April,Percent,2015,Percent,0.072
16312,City,2011,Number,12000,Baltimore,May,Percent,2015,Percent,0.075
16313,City,2011,Number,12000,Baltimore,June,Percent,2015,Percent,0.078
16314,City,2011,Number,12000,Baltimore,July,Percent,2015,Percent,0.08
16315,City,2011,Number,12000,Baltimore,August,Percent,2015,Percent,0.077
16316,City,2011,Number,12000,Baltimore,September,Percent,2015,Percent,0.069
16317,City,2011,Number,12000,Baltimore,October,Percent,2015,Percent,0.07
16318,City,2011,Number,12000,Baltimore,November,Percent,2015,Percent,0.068
16319,City,2011,Number,12000,Baltimore,December,Percent,2015,Percent,0.066
16320,City,2011,Number,12000,Baltimore,January,Percent,2016,Percent,0.073
16321,City,2011,Number,12000,Baltimore,February,Percent,2016,Percent,0.071
16322,City,2011,Number,12000,Baltimore,March,Percent,2016,Percent,0.069
16323,City,2011,Number,12000,Baltimore,April,Percent,2016,Percent,0.063
16324,City,2011,Number,12000,Baltimore,May,Percent,2016,Percent,0.062
16325,City,2011,Number,12000,Baltimore,June,Percent,2016,Percent,0.068
16326,City,2011,Number,12000,Baltimore,July,Percent,2016,Percent,0.069
16327,City,2011,Number,12000,Baltimore,August,Percent,2016,Percent,0.071
16328,City,2011,Number,12000,Baltimore,September,Percent,2016,Percent,0.063
16329,City,2011,Number,12000,Baltimore,October,Percent,2016,Percent,0.064
16330,City,2011,Number,12000,Baltimore,November,Percent,2016,Percent,0.062
16331,City,2011,Number,12000,Baltimore,December,Percent,2016,Percent,0.062
16332,City,2011,Number,12000,Baltimore,January,Percent,2017,Percent,0.07
16333,City,2011,Number,12000,Baltimore,February,Percent,2017,Percent,0.067
16334,City,2011,Number,12000,Baltimore,March,Percent,2017,Percent,0.064
16335,City,2011,Number,12000,Baltimore,April,Percent,2017,Percent,0.061
16336,City,2011,Number,12000,Baltimore,May,Percent,2017,Percent,0.058
16337,City,2011,Number,12000,Baltimore,June,Percent,2017,Percent,0.065
16338,City,2011,Number,12000,Baltimore,July,Percent,2017,Percent,0.065
16339,City,2011,Number,12000,Baltimore,August,Percent,2017,Percent,0.068
16340,City,2011,Number,12000,Baltimore,September,Percent,2017,Percent,0.059
16341,City,2011,Number,12000,Baltimore,October,Percent,2017,Percent,0.058
16342,City,2011,Number,12000,Baltimore,November,Percent,2017,Percent,0.059
16343,City,2011,Number,12000,Baltimore,December,Percent,2017,Percent,0.06
16344,City,2011,Number,12000,Baltimore,January,Percent,2018,Percent,0.066
16345,City,2011,Number,12000,Baltimore,February,Percent,2018,Percent,0.063
16346,City,2011,Number,12000,Baltimore,March,Percent,2018,Percent,0.059
16347,City,2011,Number,12000,Baltimore,April,Percent,2018,Percent,0.055
16348,City,2011,Number,12000,Baltimore,May,Percent,2018,Percent,0.054
16349,City,2011,Number,12000,Baltimore,June,Percent,2018,Percent,0.061
16350,City,2011,Number,12000,Baltimore,July,Percent,2018,Percent,0.061
16351,City,2011,Number,12000,Baltimore,August,Percent,2018,Percent,0.064
16352,City,2011,Number,12000,Baltimore,September,Percent,2018,Percent,0.052
16353,City,2011,Number,12000,Baltimore,October,Percent,2018,Percent,0.052
16354,City,2011,Number,12000,Baltimore,November,Percent,2018,Percent,0.05
16355,City,2011,Number,12000,Baltimore,December,Percent,2018,Percent,0.052
16356,City,2011,Number,12000,Baltimore,January,Percent,2019,Percent,0.058
16357,City,2011,Number,12000,Baltimore,February,Percent,2019,Percent,0.054
16358,City,2011,Number,12000,Baltimore,March,Percent,2019,Percent,0.052
16359,City,2011,Number,12000,Baltimore,April,Percent,2019,Percent,0.047
16360,City,2011,Number,12000,Baltimore,May,Percent,2019,Percent,0.049
16361,City,2011,Number,12000,Baltimore,June,Percent,2019,Percent,0.055
16362,City,2011,Number,12000,Baltimore,July,Percent,2019,Percent,0.055
16363,City,2011,Number,12000,Baltimore,August,Percent,2019,Percent,0.057
16364,City,2011,Number,12000,Baltimore,September,Percent,2019,Percent,0.048
16365,City,2011,Number,12000,Baltimore,October,Percent,2019,Percent,0.048
16366,City,2011,Number,12000,Baltimore,November,Percent,2019,Percent,0.046
16367,City,2011,Number,12000,Baltimore,December,Percent,2019,Percent,0.042
16368,City,2011,Number,12000,Baltimore,January,Percent,2020,Percent,0.049
16369,City,2011,Number,12000,Baltimore,February,Percent,2020,Percent,0.047
16370,City,2011,Number,12000,Baltimore,March,Percent,2020,Percent,0.049
16371,City,2011,Number,12000,Baltimore,April,Percent,2020,Percent,0.116
16372,City,2011,Number,12000,Baltimore,May,Percent,2020,Percent,0.115
16373,City,2011,Number,12000,Baltimore,June,Percent,2020,Percent,0.1
16374,City,2011,Number,12000,Baltimore,July,Percent,2020,Percent,0.105
16375,City,2011,Number,12000,Baltimore,August,Percent,2020,Percent,0.091
16376,City,2011,Number,12000,Baltimore,September,Percent,2020,Percent,0.086
16377,City,2011,Number,12000,Baltimore,October,Percent,2020,Percent,0.081
16378,City,2011,Number,12000,Baltimore,November,Percent,2020,Percent,0.077
16379,City,2011,Number,12000,Baltimore,December,Percent,2020,Percent,0.077
16380,City,2011,Number,12000,Baltimore,January,Percent,2021,Percent,0.086
16381,City,2011,Number,12000,Baltimore,February,Percent,2021,Percent,0.081
16382,City,2011,Number,12000,Baltimore,March,Percent,2021,Percent,0.08
16383,City,2011,Number,12000,Baltimore,April,Percent,2021,Percent,0.076
16384,City,2011,Number,12000,Baltimore,May,Percent,2021,Percent,0.079
16385,City,2011,Number,12000,Baltimore,June,Percent,2021,Percent,0.085
16386,City,2011,Number,12000,Baltimore,July,Percent,2021,Percent,0.078
16387,City,2011,Number,12000,Baltimore,August,Percent,2021,Percent,0.078
16388,City,2011,Number,12000,Baltimore,September,Percent,2021,Percent,0.073
16389,City,2011,Number,12000,Baltimore,October,Percent,2021,Percent,0.071
16390,City,2011,Number,12000,Baltimore,November,Percent,2021,Percent,0.067
16391,City,2011,Number,12000,Baltimore,December,Percent,2021,Percent,0.063
16392,City,2011,Number,12000,Baltimore,January,Percent,2022,Percent,0.063
16393,City,2011,Number,12000,Baltimore,February,Percent,2022,Percent,0.061
16394,City,2011,Number,12000,Baltimore,March,Percent,2022,Percent,0.058
16395,City,2011,Number,12000,Baltimore,April,Percent,2022,Percent,0.049
16396,City,2011,Number,12000,Baltimore,May,Percent,2022,Percent,0.051
16397,City,2011,Number,12000,Baltimore,June,Percent,2022,Percent,0.061
16398,City,2011,Number,12000,Baltimore,July,Percent,2022,Percent,0.056
16399,City,2011,Number,12000,Baltimore,August,Percent,2022,Percent,0.059
16400,City,2011,Number,12000,Baltimore,September,Percent,2022,Percent,0.051
16401,City,2011,Number,12000,Baltimore,October,Percent,2022,Percent,0.042
16402,City,2011,Number,12000,Baltimore,November,Percent,2022,Percent,0.038
16403,City,2011,Number,12000,Baltimore,December,Percent,2022,Percent,0.034
16404,City,2011,Number,12000,Baltimore,January,Percent,2023,Percent,0.042
16405,City,2011,Number,12000,Baltimore,February,Percent,2023,Percent,0.041
16406,City,2011,Number,12000,Baltimore,March,Percent,2023,Percent,0.032
16407,City,2011,Number,12000,Baltimore,April,Percent,2023,Percent,0.026
16408,City,2011,Number,12000,Baltimore,May,Percent,2023,Percent,0.03
16409,City,2011,Number,12000,Baltimore,June,Percent,2023,Percent,0.023
16410,City,2011,Number,12000,Baltimore,July,Percent,2023,Percent,0.023
16411,City,2011,Number,12000,Baltimore,August,Percent,2023,Percent,0.025
16412,City,2011,Number,12000,Baltimore,September,Percent,2023,Percent,
16413,City,2011,Number,12000,Baltimore,October,Percent,2023,Percent,
16414,City,2011,Number,12000,Baltimore,November,Percent,2023,Percent,
16415,City,2011,Number,12000,Baltimore,December,Percent,2023,Percent,
16416,City,2011,Percent,0.09,Baltimore,January,Percent,2000,Percent,0.059
16417,City,2011,Percent,0.09,Baltimore,February,Percent,2000,Percent,0.06
16418,City,2011,Percent,0.09,Baltimore,March,Percent,2000,Percent,0.059
16419,City,2011,Percent,0.09,Baltimore,April,Percent,2000,Percent,0.055
16420,City,2011,Percent,0.09,Baltimore,May,Percent,2000,Percent,0.058
16421,City,2011,Percent,0.09,Baltimore,June,Percent,2000,Percent,0.06
16422,City,2011,Percent,0.09,Baltimore,July,Percent,2000,Percent,0.062
16423,City,2011,Percent,0.09,Baltimore,August,Percent,2000,Percent,0.064
16424,City,2011,Percent,0.09,Baltimore,September,Percent,2000,Percent,0.059
16425,City,2011,Percent,0.09,Baltimore,October,Percent,2000,Percent,0.057
16426,City,2011,Percent,0.09,Baltimore,November,Percent,2000,Percent,0.057
16427,City,2011,Percent,0.09,Baltimore,December,Percent,2000,Percent,0.054
16428,City,2011,Percent,0.09,Baltimore,January,Percent,2001,Percent,0.068
16429,City,2011,Percent,0.09,Baltimore,February,Percent,2001,Percent,0.062
16430,City,2011,Percent,0.09,Baltimore,March,Percent,2001,Percent,0.063
16431,City,2011,Percent,0.09,Baltimore,April,Percent,2001,Percent,0.063
16432,City,2011,Percent,0.09,Baltimore,May,Percent,2001,Percent,0.059
16433,City,2011,Percent,0.09,Baltimore,June,Percent,2001,Percent,0.064
16434,City,2011,Percent,0.09,Baltimore,July,Percent,2001,Percent,0.069
16435,City,2011,Percent,0.09,Baltimore,August,Percent,2001,Percent,0.075
16436,City,2011,Percent,0.09,Baltimore,September,Percent,2001,Percent,0.068
16437,City,2011,Percent,0.09,Baltimore,October,Percent,2001,Percent,0.066
16438,City,2011,Percent,0.09,Baltimore,November,Percent,2001,Percent,0.07
16439,City,2011,Percent,0.09,Baltimore,December,Percent,2001,Percent,0.069
16440,City,2011,Percent,0.09,Baltimore,January,Percent,2002,Percent,0.078
16441,City,2011,Percent,0.09,Baltimore,February,Percent,2002,Percent,0.072
16442,City,2011,Percent,0.09,Baltimore,March,Percent,2002,Percent,0.071
16443,City,2011,Percent,0.09,Baltimore,April,Percent,2002,Percent,0.069
16444,City,2011,Percent,0.09,Baltimore,May,Percent,2002,Percent,0.068
16445,City,2011,Percent,0.09,Baltimore,June,Percent,2002,Percent,0.073
16446,City,2011,Percent,0.09,Baltimore,July,Percent,2002,Percent,0.076
16447,City,2011,Percent,0.09,Baltimore,August,Percent,2002,Percent,0.074
16448,City,2011,Percent,0.09,Baltimore,September,Percent,2002,Percent,0.067
16449,City,2011,Percent,0.09,Baltimore,October,Percent,2002,Percent,0.067
16450,City,2011,Percent,0.09,Baltimore,November,Percent,2002,Percent,0.072
16451,City,2011,Percent,0.09,Baltimore,December,Percent,2002,Percent,0.07
16452,City,2011,Percent,0.09,Baltimore,January,Percent,2003,Percent,0.078
16453,City,2011,Percent,0.09,Baltimore,February,Percent,2003,Percent,0.073
16454,City,2011,Percent,0.09,Baltimore,March,Percent,2003,Percent,0.071
16455,City,2011,Percent,0.09,Baltimore,April,Percent,2003,Percent,0.069
16456,City,2011,Percent,0.09,Baltimore,May,Percent,2003,Percent,0.07
16457,City,2011,Percent,0.09,Baltimore,June,Percent,2003,Percent,0.08
16458,City,2011,Percent,0.09,Baltimore,July,Percent,2003,Percent,0.079
16459,City,2011,Percent,0.09,Baltimore,August,Percent,2003,Percent,0.079
16460,City,2011,Percent,0.09,Baltimore,September,Percent,2003,Percent,0.075
16461,City,2011,Percent,0.09,Baltimore,October,Percent,2003,Percent,0.072
16462,City,2011,Percent,0.09,Baltimore,November,Percent,2003,Percent,0.072
16463,City,2011,Percent,0.09,Baltimore,December,Percent,2003,Percent,0.068
16464,City,2011,Percent,0.09,Baltimore,January,Percent,2004,Percent,0.077
16465,City,2011,Percent,0.09,Baltimore,February,Percent,2004,Percent,0.073
16466,City,2011,Percent,0.09,Baltimore,March,Percent,2004,Percent,0.072
16467,City,2011,Percent,0.09,Baltimore,April,Percent,2004,Percent,0.068
16468,City,2011,Percent,0.09,Baltimore,May,Percent,2004,Percent,0.069
16469,City,2011,Percent,0.09,Baltimore,June,Percent,2004,Percent,0.076
16470,City,2011,Percent,0.09,Baltimore,July,Percent,2004,Percent,0.076
16471,City,2011,Percent,0.09,Baltimore,August,Percent,2004,Percent,0.076
16472,City,2011,Percent,0.09,Baltimore,September,Percent,2004,Percent,0.071
16473,City,2011,Percent,0.09,Baltimore,October,Percent,2004,Percent,0.071
16474,City,2011,Percent,0.09,Baltimore,November,Percent,2004,Percent,0.071
16475,City,2011,Percent,0.09,Baltimore,December,Percent,2004,Percent,0.071
16476,City,2011,Percent,0.09,Baltimore,January,Percent,2005,Percent,0.077
16477,City,2011,Percent,0.09,Baltimore,February,Percent,2005,Percent,0.076
16478,City,2011,Percent,0.09,Baltimore,March,Percent,2005,Percent,0.069
16479,City,2011,Percent,0.09,Baltimore,April,Percent,2005,Percent,0.066
16480,City,2011,Percent,0.09,Baltimore,May,Percent,2005,Percent,0.067
16481,City,2011,Percent,0.09,Baltimore,June,Percent,2005,Percent,0.071
16482,City,2011,Percent,0.09,Baltimore,July,Percent,2005,Percent,0.071
16483,City,2011,Percent,0.09,Baltimore,August,Percent,2005,Percent,0.069
16484,City,2011,Percent,0.09,Baltimore,September,Percent,2005,Percent,0.068
16485,City,2011,Percent,0.09,Baltimore,October,Percent,2005,Percent,0.067
16486,City,2011,Percent,0.09,Baltimore,November,Percent,2005,Percent,0.066
16487,City,2011,Percent,0.09,Baltimore,December,Percent,2005,Percent,0.06
16488,City,2011,Percent,0.09,Baltimore,January,Percent,2006,Percent,0.066
16489,City,2011,Percent,0.09,Baltimore,February,Percent,2006,Percent,0.065
16490,City,2011,Percent,0.09,Baltimore,March,Percent,2006,Percent,0.06
16491,City,2011,Percent,0.09,Baltimore,April,Percent,2006,Percent,0.06
16492,City,2011,Percent,0.09,Baltimore,May,Percent,2006,Percent,0.062
16493,City,2011,Percent,0.09,Baltimore,June,Percent,2006,Percent,0.067
16494,City,2011,Percent,0.09,Baltimore,July,Percent,2006,Percent,0.07
16495,City,2011,Percent,0.09,Baltimore,August,Percent,2006,Percent,0.068
16496,City,2011,Percent,0.09,Baltimore,September,Percent,2006,Percent,0.063
16497,City,2011,Percent,0.09,Baltimore,October,Percent,2006,Percent,0.06
16498,City,2011,Percent,0.09,Baltimore,November,Percent,2006,Percent,0.059
16499,City,2011,Percent,0.09,Baltimore,December,Percent,2006,Percent,0.056
16500,City,2011,Percent,0.09,Baltimore,January,Percent,2007,Percent,0.063
16501,City,2011,Percent,0.09,Baltimore,February,Percent,2007,Percent,0.059
16502,City,2011,Percent,0.09,Baltimore,March,Percent,2007,Percent,0.052
16503,City,2011,Percent,0.09,Baltimore,April,Percent,2007,Percent,0.052
16504,City,2011,Percent,0.09,Baltimore,May,Percent,2007,Percent,0.051
16505,City,2011,Percent,0.09,Baltimore,June,Percent,2007,Percent,0.058
16506,City,2011,Percent,0.09,Baltimore,July,Percent,2007,Percent,0.059
16507,City,2011,Percent,0.09,Baltimore,August,Percent,2007,Percent,0.056
16508,City,2011,Percent,0.09,Baltimore,September,Percent,2007,Percent,0.054
16509,City,2011,Percent,0.09,Baltimore,October,Percent,2007,Percent,0.053
16510,City,2011,Percent,0.09,Baltimore,November,Percent,2007,Percent,0.05
16511,City,2011,Percent,0.09,Baltimore,December,Percent,2007,Percent,0.05
16512,City,2011,Percent,0.09,Baltimore,January,Percent,2008,Percent,0.056
16513,City,2011,Percent,0.09,Baltimore,February,Percent,2008,Percent,0.053
16514,City,2011,Percent,0.09,Baltimore,March,Percent,2008,Percent,0.052
16515,City,2011,Percent,0.09,Baltimore,April,Percent,2008,Percent,0.05
16516,City,2011,Percent,0.09,Baltimore,May,Percent,2008,Percent,0.057
16517,City,2011,Percent,0.09,Baltimore,June,Percent,2008,Percent,0.065
16518,City,2011,Percent,0.09,Baltimore,July,Percent,2008,Percent,0.069
16519,City,2011,Percent,0.09,Baltimore,August,Percent,2008,Percent,0.074
16520,City,2011,Percent,0.09,Baltimore,September,Percent,2008,Percent,0.071
16521,City,2011,Percent,0.09,Baltimore,October,Percent,2008,Percent,0.074
16522,City,2011,Percent,0.09,Baltimore,November,Percent,2008,Percent,0.079
16523,City,2011,Percent,0.09,Baltimore,December,Percent,2008,Percent,0.085
16524,City,2011,Percent,0.09,Baltimore,January,Percent,2009,Percent,0.099
16525,City,2011,Percent,0.09,Baltimore,February,Percent,2009,Percent,0.102
16526,City,2011,Percent,0.09,Baltimore,March,Percent,2009,Percent,0.101
16527,City,2011,Percent,0.09,Baltimore,April,Percent,2009,Percent,0.098
16528,City,2011,Percent,0.09,Baltimore,May,Percent,2009,Percent,0.104
16529,City,2011,Percent,0.09,Baltimore,June,Percent,2009,Percent,0.111
16530,City,2011,Percent,0.09,Baltimore,July,Percent,2009,Percent,0.113
16531,City,2011,Percent,0.09,Baltimore,August,Percent,2009,Percent,0.115
16532,City,2011,Percent,0.09,Baltimore,September,Percent,2009,Percent,0.11
16533,City,2011,Percent,0.09,Baltimore,October,Percent,2009,Percent,0.11
16534,City,2011,Percent,0.09,Baltimore,November,Percent,2009,Percent,0.11
16535,City,2011,Percent,0.09,Baltimore,December,Percent,2009,Percent,0.11
16536,City,2011,Percent,0.09,Baltimore,January,Percent,2010,Percent,0.113
16537,City,2011,Percent,0.09,Baltimore,February,Percent,2010,Percent,0.116
16538,City,2011,Percent,0.09,Baltimore,March,Percent,2010,Percent,0.115
16539,City,2011,Percent,0.09,Baltimore,April,Percent,2010,Percent,0.106
16540,City,2011,Percent,0.09,Baltimore,May,Percent,2010,Percent,0.108
16541,City,2011,Percent,0.09,Baltimore,June,Percent,2010,Percent,0.113
16542,City,2011,Percent,0.09,Baltimore,July,Percent,2010,Percent,0.117
16543,City,2011,Percent,0.09,Baltimore,August,Percent,2010,Percent,0.118
16544,City,2011,Percent,0.09,Baltimore,September,Percent,2010,Percent,0.112
16545,City,2011,Percent,0.09,Baltimore,October,Percent,2010,Percent,0.108
16546,City,2011,Percent,0.09,Baltimore,November,Percent,2010,Percent,0.11
16547,City,2011,Percent,0.09,Baltimore,December,Percent,2010,Percent,0.108
16548,City,2011,Percent,0.09,Baltimore,January,Percent,2011,Percent,0.114
16549,City,2011,Percent,0.09,Baltimore,February,Percent,2011,Percent,0.111
16550,City,2011,Percent,0.09,Baltimore,March,Percent,2011,Percent,0.106
16551,City,2011,Percent,0.09,Baltimore,April,Percent,2011,Percent,0.102
16552,City,2011,Percent,0.09,Baltimore,May,Percent,2011,Percent,0.104
16553,City,2011,Percent,0.09,Baltimore,June,Percent,2011,Percent,0.112
16554,City,2011,Percent,0.09,Baltimore,July,Percent,2011,Percent,0.112
16555,City,2011,Percent,0.09,Baltimore,August,Percent,2011,Percent,0.111
16556,City,2011,Percent,0.09,Baltimore,September,Percent,2011,Percent,0.105
16557,City,2011,Percent,0.09,Baltimore,October,Percent,2011,Percent,0.102
16558,City,2011,Percent,0.09,Baltimore,November,Percent,2011,Percent,0.099
16559,City,2011,Percent,0.09,Baltimore,December,Percent,2011,Percent,0.098
16560,City,2011,Percent,0.09,Baltimore,January,Percent,2012,Percent,0.105
16561,City,2011,Percent,0.09,Baltimore,February,Percent,2012,Percent,0.103
16562,City,2011,Percent,0.09,Baltimore,March,Percent,2012,Percent,0.099
16563,City,2011,Percent,0.09,Baltimore,April,Percent,2012,Percent,0.094
16564,City,2011,Percent,0.09,Baltimore,May,Percent,2012,Percent,0.099
16565,City,2011,Percent,0.09,Baltimore,June,Percent,2012,Percent,0.107
16566,City,2011,Percent,0.09,Baltimore,July,Percent,2012,Percent,0.109
16567,City,2011,Percent,0.09,Baltimore,August,Percent,2012,Percent,0.107
16568,City,2011,Percent,0.09,Baltimore,September,Percent,2012,Percent,0.1
16569,City,2011,Percent,0.09,Baltimore,October,Percent,2012,Percent,0.1
16570,City,2011,Percent,0.09,Baltimore,November,Percent,2012,Percent,0.098
